isolate_id,genotype,collection_time,zoe_genotype,location,profile_lab,PB2,PB1,PA,HA,NP,NA,MP,NS,genotypenew
EPI_ISL_17885966,B3,2023.197,G4,SouthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_17885967,B3,2023.175,G4,SouthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_17885972,B3,2023.162,G4,SouthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_17885976,B3,2023.162,G4,SouthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_17885978,B3,2023.167,G4,SouthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_17964890,B3,2023.164,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_17964893,B3,2023.173,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_16243202,B3,2022.356,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_16243221,B3,2022.356,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_17964901,B3,2023.17,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_17964902,B3,2023.17,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_17964906,B3,2023.2,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_17964907,B3,2023.167,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_17964913,B3,2023.2,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_17964919,B3,2023.23,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_17964920,B3,2023.222,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_17964923,B3,2023.255,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_17964926,B3,2023.236,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_17964927,B3,2023.236,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_17964928,B3,2023.271,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_17964929,B3,2023.252,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_17964933,B3,2023.241,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_17964934,B3,2023.271,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_17964939,B3,2023.277,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_17964941,B3,2023.279,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_17964942,B3,2023.274,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_17964944,B3,2023.244,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_17964945,B3,2023.279,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_17964946,B3,2023.296,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_17964947,B3,2023.296,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_17964950,B3,2023.293,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_17964953,B3,2023.296,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_17964959,B3,2023.332,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_17964960,B3,2023.321,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_17964961,B3,2023.321,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_17964974,B3,2023.288,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_17964980,B3,2023.389,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_17964981,B3,2023.381,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_17964924,B3,2023.26,G4,NorthAmerica,B3.3,am2.2,am1.4,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_17964888,B3,2023.167,G4,NorthAmerica,B3.4,am4,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_17964898,B3,2023.205,G4,NorthAmerica,B3.5,am3.2,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_17964899,B3,2023.203,G4,NorthAmerica,B3.5,am3.2,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_17964900,B3,2023.2,G4,NorthAmerica,B3.5,am3.2,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_17964938,B3,2023.238,G4,NorthAmerica,B3.5,am3.2,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_17964954,B3,2023.323,G4,NorthAmerica,B3.5,am3.2,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_17964956,B3,2023.318,G4,NorthAmerica,B3.5,am3.2,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_17964958,B3,2023.334,G4,NorthAmerica,B3.5,am3.2,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_17964962,B3,2023.329,G4,NorthAmerica,B3.5,am3.2,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_17964963,B3,2023.279,G4,NorthAmerica,B3.5,am3.2,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_17964964,B3,2023.252,G4,NorthAmerica,B3.5,am3.2,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_17964965,B3,2023.214,G4,NorthAmerica,B3.5,am3.2,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_17964967,B3,2023.197,G4,NorthAmerica,B3.5,am3.2,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_17964971,B3,2023.351,G4,NorthAmerica,B3.5,am3.2,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_17964972,B3,2023.334,G4,NorthAmerica,B3.5,am3.2,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_17964975,B3,2023.375,G4,NorthAmerica,B3.5,am3.2,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_17964905,B3,2023.173,G4,NorthAmerica,B3.6,am5,am4,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_16171479,B3,2022.315,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_15078251,B3,2022.419,G2,NorthAmerica,B3.1,am2.1,ea1,ea1,ea1,am1.4.1,ea1,ea1,ea1,G3
EPI_ISL_16023452,B3,2022.304,G2,NorthAmerica,B3.1,am2.1,ea1,ea1,ea1,am1.4.1,ea1,ea1,ea1,G3
EPI_ISL_16101524,B3,2022.277,G2,NorthAmerica,B3.1,am2.1,ea1,ea1,ea1,am1.4.1,ea1,ea1,ea1,G3
EPI_ISL_16101525,B3,2022.277,G2,NorthAmerica,B3.1,am2.1,ea1,ea1,ea1,am1.4.1,ea1,ea1,ea1,G3
EPI_ISL_16171252,B3,2022.296,G2,NorthAmerica,B3.1,am2.1,ea1,ea1,ea1,am1.4.1,ea1,ea1,ea1,G3
EPI_ISL_16003253,B3,2022.263,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_16022233,B3,2022.378,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_16023345,B3,2022.34,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_16023371,B3,2022.438,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_16023372,B3,2022.488,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_16023374,B3,2022.545,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_16023375,B3,2022.545,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_16023376,B3,2022.411,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_16102174,B3,2022.285,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_16102229,B3,2022.285,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_16102230,B3,2022.285,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_16102266,B3,2022.29,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_16102267,B3,2022.29,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_16102283,B3,2022.29,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_16102926,B3,2022.293,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_16102927,B3,2022.293,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_16171250,B3,2022.296,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_16171251,B3,2022.296,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_16171254,B3,2022.296,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_16171255,B3,2022.296,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_16171256,B3,2022.296,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_16171322,B3,2022.296,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_16171323,B3,2022.296,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_16171326,B3,2022.299,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_16297379,B3,2022.762,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_16171327,B3,2022.299,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_16171406,B3,2022.304,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_16171407,B3,2022.304,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_16171458,B3,2022.312,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_16171459,B3,2022.315,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_16171460,B3,2022.315,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_16171476,B3,2022.315,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_16171477,B3,2022.315,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_16171478,B3,2022.315,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_15078247,B3,2022.342,G2,NorthAmerica,B3.1,am2.1,ea1,ea1,ea1,am1.4.1,ea1,ea1,ea1,G3
EPI_ISL_13285555,B3,2022.252,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_16171409,B3,2022.312,G2,NorthAmerica,B3.1,am2.1,ea1,ea1,ea1,am1.4.1,ea1,ea1,ea1,G3
EPI_ISL_16171411,B3,2022.312,G2,NorthAmerica,B3.1,am2.1,ea1,ea1,ea1,am1.4.1,ea1,ea1,ea1,G3
EPI_ISL_13052431,B3,2022.247,G2,NorthAmerica,B3.1,am2.1,ea1,ea1,ea1,am1.4.1,ea1,ea1,ea1,G3
EPI_ISL_13052727,B3,2022.342,G2,NorthAmerica,B3.1,am2.1,ea1,ea1,ea1,am1.4.1,ea1,ea1,ea1,G3
EPI_ISL_16297336,B3,2022.797,G2,NorthAmerica,B3.1,am2.1,ea1,ea1,ea1,am1.4.1,ea1,ea1,ea1,G3
EPI_ISL_16555204,B3,2022.455,G2,NorthAmerica,B3.1,am2.1,ea1,ea1,ea1,am1.4.1,ea1,ea1,ea1,G3
EPI_ISL_16171464,B3,2022.318,G2,NorthAmerica,B3.1,am2.1,ea1,ea1,ea1,am1.4.1,ea1,ea1,ea1,G3
EPI_ISL_16244008,B3,2022.37,G2,NorthAmerica,B3.1,am2.1,ea1,ea1,ea1,am1.4.1,ea1,ea1,ea1,G3
EPI_ISL_13431313,B3,2022.255,G2,NorthAmerica,B3.1,am2.1,ea1,ea1,ea1,am1.4.1,ea1,ea1,ea1,G3
EPI_ISL_17964896,B3,2023.167,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_15004068,B3,2022.263,G2,NorthAmerica,B3.1,am2.1,ea1,ea1,ea1,am1.4.1,ea1,ea1,ea1,G3
EPI_ISL_15004403,B3,2022.274,G2,NorthAmerica,B3.1,am2.1,ea1,ea1,ea1,am1.4.1,ea1,ea1,ea1,G3
EPI_ISL_13052728,B3,2022.342,G2,NorthAmerica,B3.1,am2.1,ea1,ea1,ea1,am1.4.1,ea1,ea1,ea1,G3
EPI_ISL_13431314,B3,2022.255,G2,NorthAmerica,B3.1,am2.1,ea1,ea1,ea1,am1.4.1,ea1,ea1,ea1,G3
EPI_ISL_16243894,B3,2022.37,G2,NorthAmerica,B3.1,am2.1,ea1,ea1,ea1,am1.4.1,ea1,ea1,ea1,G3
EPI_ISL_16244007,B3,2022.37,G2,NorthAmerica,B3.1,am2.1,ea1,ea1,ea1,am1.4.1,ea1,ea1,ea1,G3
EPI_ISL_13432605,B3,2022.255,G2,NorthAmerica,B3.1,am2.1,ea1,ea1,ea1,am1.4.1,ea1,ea1,ea1,G3
EPI_ISL_17964897,B3,2023.178,G4,NorthAmerica,B3.2,am2.1,am1.2,ea1,ea1,am1.4.1,ea1,ea1,am1.1,G3
EPI_ISL_13117168,B4,2022.34,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_13117288,B4,2022.359,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_13116131,B4,2022.323,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_16240888,B4,2022.342,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_16240889,B4,2022.342,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_13434407,B4,2022.258,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_13434418,B4,2022.258,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_16240884,B4,2022.353,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_17964911,B4,2023.203,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_16240882,B4,2022.353,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_16240883,B4,2022.353,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_16243630,B4,2022.37,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_16244029,B4,2022.386,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_17964978,B4,2023.274,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_16243619,B4,2022.37,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_16240476,B4,2022.353,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_16240486,B4,2022.353,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_16240881,B4,2022.356,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_16555205,B4,2022.507,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_17964909,B4,2023.181,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_13114176,B4,2022.277,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_16190578,B4,2022.342,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_16190761,B4,2022.408,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_16240161,B4,2022.334,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_16240361,B4,2022.351,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_16240372,B4,2022.345,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_16240382,B4,2022.345,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_16240392,B4,2022.345,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_16240466,B4,2022.353,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_15004375,B4,2022.268,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_15004402,B4,2022.268,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_15078241,B4,2022.304,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_15844573,B4,2022.277,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_16003268,B4,2022.375,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_16023370,B4,2022.34,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_16023377,B4,2022.337,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_16023449,B4,2022.337,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_16023450,B4,2022.411,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_16023451,B4,2022.304,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_16023453,B4,2022.315,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_16244030,B4,2022.386,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_16297060,B4,2022.74,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_16297064,B4,2022.822,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_16297329,B4,2022.792,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_16297370,B4,2022.773,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_16102932,B4,2022.293,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_16102933,B4,2022.293,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_17964910,B4,2023.203,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_16171463,B4,2022.321,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_16171466,B4,2022.321,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_16171474,B4,2022.321,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_16171475,B4,2022.321,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_16171519,B4,2022.334,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_16171520,B4,2022.334,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_16171522,B4,2022.332,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_16171523,B4,2022.332,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_16171524,B4,2022.332,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_16183625,B4,2022.299,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_16189978,B4,2022.323,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_16189983,B4,2022.332,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_16190394,B4,2022.34,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_16190395,B4,2022.342,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_16102930,B4,2022.293,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_13434454,B4,2022.26,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_13434466,B4,2022.26,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_16102929,B4,2022.296,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_16171462,B4,2022.321,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_16102931,B4,2022.293,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
EPI_ISL_16101521,B4,2022.279,G2,NorthAmerica,B4.1,am2.2,ea1,ea1,ea1,am1.3,ea1,ea1,ea1,G6
